Date,City,District,Price
2019-06-01,Vilnius,Balsiai,1133.56
2018-11-01,Vilnius,Balsiai,1071.53
2021-01-01,Vilnius,Balsiai,1385.43
2021-08-01,Vilnius,Balsiai,1431.45
2019-10-01,Vilnius,Balsiai,1005.13
2021-07-01,Vilnius,Balsiai,1415.26
2019-03-01,Vilnius,Balsiai,1074.23
2021-04-01,Vilnius,Balsiai,1338.39
2021-03-01,Vilnius,Balsiai,1318.19
2018-08-01,Vilnius,Balsiai,1127.47
2019-11-01,Vilnius,Balsiai,1111.41
2021-06-01,Vilnius,Balsiai,1330.16
2017-10-01,Vilnius,Balsiai,987.15
2018-09-01,Vilnius,Balsiai,1087.11
2019-05-01,Vilnius,Balsiai,1139.91
2019-08-01,Vilnius,Balsiai,1176.01
2022-03-01,Vilnius,Balsiai,2004.31
2019-01-01,Vilnius,Balsiai,1002.08
2019-04-01,Vilnius,Balsiai,1087.39
2019-07-01,Vilnius,Balsiai,1138.19
2018-10-01,Vilnius,Balsiai,1086.53
2018-05-01,Vilnius,Balsiai,1033.34
2019-02-01,Vilnius,Balsiai,1042.62
2020-02-01,Vilnius,Balsiai,1264.5
2021-12-01,Vilnius,Balsiai,1537.03
2017-09-01,Vilnius,Balsiai,1008.68
2018-02-01,Vilnius,Balsiai,1076.96
2019-12-01,Vilnius,Balsiai,1301.24
2021-05-01,Vilnius,Balsiai,1339.16
2018-01-01,Vilnius,Balsiai,1065.7
2020-07-01,Vilnius,Balsiai,1304.32
2018-06-01,Vilnius,Balsiai,1058.66
2020-10-01,Vilnius,Balsiai,1379.51
2020-04-01,Vilnius,Balsiai,1213.71
2017-08-01,Vilnius,Balsiai,958.2
2020-05-01,Vilnius,Balsiai,1247.22
2017-03-01,Vilnius,Balsiai,891.93
2017-02-01,Vilnius,Balsiai,840.73
2017-11-01,Vilnius,Balsiai,972.49
2017-07-01,Vilnius,Balsiai,1039.36
2018-07-01,Vilnius,Balsiai,1067.45
2018-04-01,Vilnius,Balsiai,1114.63
2020-12-01,Vilnius,Balsiai,1404.12
2017-01-01,Vilnius,Balsiai,804.04
2019-09-01,Vilnius,Balsiai,1118.55
2018-12-01,Vilnius,Balsiai,1059.34
2017-05-01,Vilnius,Balsiai,866.53
2020-06-01,Vilnius,Balsiai,1230.09
2020-11-01,Vilnius,Balsiai,1420.76
2017-04-01,Vilnius,Balsiai,931.4
2020-01-01,Vilnius,Balsiai,1300.61
2020-03-01,Vilnius,Balsiai,1225.51
2021-09-01,Vilnius,Balsiai,1415.35
2017-02-01,Klaipėda,Baltija,988.23
2017-11-01,Klaipėda,Baltija,1014.58
2020-01-01,Klaipėda,Baltija,1165.41
2020-04-01,Klaipėda,Baltija,1158.12
2017-12-01,Klaipėda,Baltija,1022.52
2019-06-01,Klaipėda,Baltija,1118.54
2019-11-01,Klaipėda,Baltija,1135.1
2022-01-01,Klaipėda,Baltija,1450.54
2022-08-01,Klaipėda,Baltija,1545.8
2017-08-01,Klaipėda,Baltija,996.94
2018-01-01,Klaipėda,Baltija,997.31
2019-12-01,Klaipėda,Baltija,1165.13
2018-03-01,Klaipėda,Baltija,1039.0
2018-11-01,Klaipėda,Baltija,1068.25
2018-10-01,Klaipėda,Baltija,1082.91
2019-09-01,Klaipėda,Baltija,1141.96
2021-04-01,Klaipėda,Baltija,1192.55
2020-09-01,Klaipėda,Baltija,1121.39
2021-10-01,Klaipėda,Baltija,1336.28
2019-10-01,Klaipėda,Baltija,1100.67
2017-01-01,Klaipėda,Baltija,1029.71
2017-06-01,Klaipėda,Baltija,1014.99
2018-07-01,Klaipėda,Baltija,1084.67
2019-07-01,Klaipėda,Baltija,1123.46
2019-05-01,Klaipėda,Baltija,1095.61
2020-02-01,Klaipėda,Baltija,1186.43
2021-02-01,Klaipėda,Baltija,1171.2
2018-02-01,Klaipėda,Baltija,1013.62
2018-05-01,Klaipėda,Baltija,1051.5
2021-01-01,Klaipėda,Baltija,1124.71
2021-03-01,Klaipėda,Baltija,1188.19
2017-09-01,Klaipėda,Baltija,991.49
2018-09-01,Klaipėda,Baltija,1088.5
2019-02-01,Klaipėda,Baltija,1057.79
2020-12-01,Klaipėda,Baltija,1146.34
2022-05-01,Klaipėda,Baltija,1452.89
2017-07-01,Klaipėda,Baltija,1012.56
2018-06-01,Klaipėda,Baltija,1068.37
2021-06-01,Klaipėda,Baltija,1331.0
2021-11-01,Klaipėda,Baltija,1326.37
2017-04-01,Klaipėda,Baltija,1012.16
2019-04-01,Klaipėda,Baltija,1062.8
2021-12-01,Klaipėda,Baltija,1382.53
2018-12-01,Klaipėda,Baltija,1077.19
2020-03-01,Klaipėda,Baltija,1138.69
2022-04-01,Klaipėda,Baltija,1452.18
2018-04-01,Klaipėda,Baltija,1049.61
2021-09-01,Klaipėda,Baltija,1287.83
2020-07-01,Klaipėda,Baltija,1116.68
2019-08-01,Klaipėda,Baltija,1118.37
2020-11-01,Klaipėda,Baltija,1235.6
2022-06-01,Klaipėda,Baltija,1499.54
2017-03-01,Klaipėda,Baltija,988.27
2018-08-01,Klaipėda,Baltija,1089.72
2021-05-01,Klaipėda,Baltija,1302.58
2019-03-01,Klaipėda,Baltija,1015.89
2021-08-01,Klaipėda,Baltija,1315.79
2022-02-01,Klaipėda,Baltija,1417.26
2020-06-01,Klaipėda,Baltija,1117.0
2017-10-01,Klaipėda,Baltija,1005.91
2022-03-01,Klaipėda,Baltija,1431.92
2019-01-01,Klaipėda,Baltija,1059.33
2021-07-01,Klaipėda,Baltija,1326.24
2017-05-01,Klaipėda,Baltija,1012.76
2020-10-01,Klaipėda,Baltija,1133.37
2022-07-01,Klaipėda,Baltija,1524.44
2020-05-01,Klaipėda,Baltija,1123.64
2020-08-01,Klaipėda,Baltija,1110.3
2020-04-01,Kaunas,Centras,1884.29
2020-08-01,Kaunas,Centras,1819.42
2021-12-01,Kaunas,Centras,2343.96
2021-05-01,Kaunas,Centras,2043.2
2020-05-01,Kaunas,Centras,1882.97
2022-06-01,Kaunas,Centras,2652.89
2020-11-01,Kaunas,Centras,1904.18
2021-09-01,Kaunas,Centras,2189.33
2020-02-01,Kaunas,Centras,1824.35
2021-07-01,Kaunas,Centras,2207.69
2020-06-01,Kaunas,Centras,1777.89
2021-04-01,Kaunas,Centras,2081.13
2021-08-01,Kaunas,Centras,2271.99
2020-09-01,Kaunas,Centras,1890.46
2021-02-01,Kaunas,Centras,1964.99
2022-02-01,Kaunas,Centras,2476.59
2022-04-01,Kaunas,Centras,2654.01
2021-11-01,Kaunas,Centras,2293.46
2021-06-01,Kaunas,Centras,2140.89
2021-10-01,Kaunas,Centras,2281.75
2020-07-01,Kaunas,Centras,1824.95
2021-03-01,Kaunas,Centras,1992.35
2022-05-01,Kaunas,Centras,2688.88
2021-01-01,Kaunas,Centras,1969.76
2022-07-01,Kaunas,Centras,2688.28
2020-12-01,Kaunas,Centras,1945.39
2022-01-01,Kaunas,Centras,2391.31
2020-10-01,Kaunas,Centras,1883.1
2022-03-01,Kaunas,Centras,2528.5
2022-08-01,Kaunas,Centras,2773.17
2020-03-01,Kaunas,Centras,1833.44
2018-10-01,Kaunas,Centras,1603.59
2017-03-01,Kaunas,Centras,1325.04
2017-06-01,Kaunas,Centras,1326.21
2017-11-01,Kaunas,Centras,1466.34
2018-01-01,Kaunas,Centras,1566.69
2019-07-01,Kaunas,Centras,1685.52
2017-10-01,Kaunas,Centras,1444.5
2019-03-01,Kaunas,Centras,1681.98
2019-10-01,Kaunas,Centras,1721.71
2017-02-01,Kaunas,Centras,1468.41
2019-12-01,Kaunas,Centras,1770.31
2018-06-01,Kaunas,Centras,1528.51
2018-12-01,Kaunas,Centras,1586.09
2018-02-01,Kaunas,Centras,1577.05
2017-05-01,Kaunas,Centras,1312.42
2019-01-01,Kaunas,Centras,1634.33
2018-05-01,Kaunas,Centras,1580.58
2017-12-01,Kaunas,Centras,1547.16
2018-11-01,Kaunas,Centras,1593.18
2019-06-01,Kaunas,Centras,1710.35
2018-07-01,Kaunas,Centras,1507.71
2017-01-01,Kaunas,Centras,1333.82
2019-02-01,Kaunas,Centras,1650.41
2017-04-01,Kaunas,Centras,1326.89
2020-01-01,Kaunas,Centras,1797.24
2018-04-01,Kaunas,Centras,1569.14
2018-09-01,Kaunas,Centras,1597.41
2018-03-01,Kaunas,Centras,1579.33
2019-11-01,Kaunas,Centras,1693.25
2019-08-01,Kaunas,Centras,1686.18
2017-07-01,Kaunas,Centras,1360.51
2018-08-01,Kaunas,Centras,1545.66
2017-09-01,Kaunas,Centras,1455.54
2019-04-01,Kaunas,Centras,1722.05
2019-09-01,Kaunas,Centras,1720.2
2017-08-01,Kaunas,Centras,1463.52
2019-05-01,Kaunas,Centras,1714.07
2020-08-01,Klaipėda,Centras,1480.51
2021-06-01,Klaipėda,Centras,1699.08
2021-07-01,Klaipėda,Centras,1751.25
2020-04-01,Klaipėda,Centras,1477.05
2021-09-01,Klaipėda,Centras,1896.28
2022-06-01,Klaipėda,Centras,2149.93
2021-01-01,Klaipėda,Centras,1541.2
2021-11-01,Klaipėda,Centras,1948.4
2022-02-01,Klaipėda,Centras,2010.72
2021-10-01,Klaipėda,Centras,1884.68
2021-04-01,Klaipėda,Centras,1650.21
2022-04-01,Klaipėda,Centras,2032.1
2020-12-01,Klaipėda,Centras,1505.18
2020-06-01,Klaipėda,Centras,1448.94
2020-10-01,Klaipėda,Centras,1472.84
2022-05-01,Klaipėda,Centras,2095.23
2021-08-01,Klaipėda,Centras,1832.87
2020-11-01,Klaipėda,Centras,1490.57
2021-02-01,Klaipėda,Centras,1593.32
2022-03-01,Klaipėda,Centras,2041.82
2020-05-01,Klaipėda,Centras,1475.43
2022-07-01,Klaipėda,Centras,2245.83
2022-01-01,Klaipėda,Centras,2015.82
2020-09-01,Klaipėda,Centras,1467.16
2021-05-01,Klaipėda,Centras,1709.51
2021-12-01,Klaipėda,Centras,1985.47
2021-03-01,Klaipėda,Centras,1624.64
2020-07-01,Klaipėda,Centras,1446.18
2022-08-01,Klaipėda,Centras,2364.59
2017-03-01,Klaipėda,Centras,1305.94
2019-04-01,Klaipėda,Centras,1462.05
2018-04-01,Klaipėda,Centras,1311.88
2018-09-01,Klaipėda,Centras,1371.09
2019-03-01,Klaipėda,Centras,1459.78
2017-02-01,Klaipėda,Centras,1282.88
2018-02-01,Klaipėda,Centras,1289.94
2017-09-01,Klaipėda,Centras,1278.43
2018-08-01,Klaipėda,Centras,1352.43
2019-02-01,Klaipėda,Centras,1449.54
2017-12-01,Klaipėda,Centras,1280.93
2019-05-01,Klaipėda,Centras,1458.07
2019-10-01,Klaipėda,Centras,1459.78
2018-10-01,Klaipėda,Centras,1382.16
2018-05-01,Klaipėda,Centras,1309.89
2020-01-01,Klaipėda,Centras,1433.05
2017-01-01,Klaipėda,Centras,1288.47
2017-04-01,Klaipėda,Centras,1308.3
2020-02-01,Klaipėda,Centras,1428.2
2019-01-01,Klaipėda,Centras,1437.66
2019-08-01,Klaipėda,Centras,1463.46
2018-12-01,Klaipėda,Centras,1416.17
2018-01-01,Klaipėda,Centras,1290.4
2018-03-01,Klaipėda,Centras,1298.85
2019-09-01,Klaipėda,Centras,1460.88
2017-05-01,Klaipėda,Centras,1302.06
2017-08-01,Klaipėda,Centras,1290.75
2017-11-01,Klaipėda,Centras,1285.85
2019-06-01,Klaipėda,Centras,1439.99
2018-07-01,Klaipėda,Centras,1342.61
2017-07-01,Klaipėda,Centras,1299.32
2017-10-01,Klaipėda,Centras,1276.64
2019-07-01,Klaipėda,Centras,1467.6
2018-06-01,Klaipėda,Centras,1328.35
2018-11-01,Klaipėda,Centras,1393.35
2017-06-01,Klaipėda,Centras,1295.97
2020-03-01,Klaipėda,Centras,1463.2
2019-12-01,Klaipėda,Centras,1463.54
2019-11-01,Klaipėda,Centras,1469.13
2020-09-01,Šiauliai,Centras,982.46
2021-01-01,Šiauliai,Centras,1061.3
2021-07-01,Šiauliai,Centras,1156.89
2022-07-01,Šiauliai,Centras,1270.15
2022-01-01,Šiauliai,Centras,1137.65
2021-10-01,Šiauliai,Centras,1135.99
2021-11-01,Šiauliai,Centras,1124.88
2022-08-01,Šiauliai,Centras,1284.19
2021-03-01,Šiauliai,Centras,1137.4
2020-08-01,Šiauliai,Centras,1003.48
2021-05-01,Šiauliai,Centras,1180.94
2022-06-01,Šiauliai,Centras,1210.83
2021-02-01,Šiauliai,Centras,1123.42
2021-06-01,Šiauliai,Centras,1156.1
2022-04-01,Šiauliai,Centras,1179.94
2022-05-01,Šiauliai,Centras,1149.41
2022-03-01,Šiauliai,Centras,1120.44
2020-07-01,Šiauliai,Centras,1002.29
2021-12-01,Šiauliai,Centras,1140.18
2020-11-01,Šiauliai,Centras,977.66
2021-09-01,Šiauliai,Centras,1185.74
2020-10-01,Šiauliai,Centras,982.09
2020-12-01,Šiauliai,Centras,1004.2
2021-08-01,Šiauliai,Centras,1127.92
2021-04-01,Šiauliai,Centras,1184.14
2022-02-01,Šiauliai,Centras,1113.5
2017-05-01,Šiauliai,Centras,849.07
2018-05-01,Šiauliai,Centras,864.57
2018-03-01,Šiauliai,Centras,912.21
2019-08-01,Šiauliai,Centras,932.11
2018-11-01,Šiauliai,Centras,841.67
2019-05-01,Šiauliai,Centras,929.43
2017-10-01,Šiauliai,Centras,838.16
2017-06-01,Šiauliai,Centras,847.02
2019-07-01,Šiauliai,Centras,940.93
2018-09-01,Šiauliai,Centras,851.11
2019-02-01,Šiauliai,Centras,866.14
2020-01-01,Šiauliai,Centras,1031.08
2017-08-01,Šiauliai,Centras,845.79
2017-11-01,Šiauliai,Centras,843.65
2018-04-01,Šiauliai,Centras,896.93
2018-06-01,Šiauliai,Centras,859.78
2019-12-01,Šiauliai,Centras,1019.73
2020-02-01,Šiauliai,Centras,1032.2
2017-03-01,Šiauliai,Centras,851.04
2018-07-01,Šiauliai,Centras,854.6
2018-02-01,Šiauliai,Centras,890.45
2019-09-01,Šiauliai,Centras,949.98
2018-10-01,Šiauliai,Centras,850.43
2017-04-01,Šiauliai,Centras,851.29
2017-07-01,Šiauliai,Centras,844.98
2020-05-01,Šiauliai,Centras,1007.92
2019-06-01,Šiauliai,Centras,949.54
2017-12-01,Šiauliai,Centras,858.93
2018-01-01,Šiauliai,Centras,871.72
2019-10-01,Šiauliai,Centras,955.9
2018-12-01,Šiauliai,Centras,848.9
2017-02-01,Šiauliai,Centras,825.87
2019-04-01,Šiauliai,Centras,905.52
2019-11-01,Šiauliai,Centras,994.3
2017-01-01,Šiauliai,Centras,781.06
2018-08-01,Šiauliai,Centras,853.18
2020-04-01,Šiauliai,Centras,978.18
2017-09-01,Šiauliai,Centras,834.07
2020-06-01,Šiauliai,Centras,1005.64
2020-03-01,Šiauliai,Centras,995.5
2019-01-01,Šiauliai,Centras,875.16
2019-03-01,Šiauliai,Centras,867.37
2017-03-01,Panevėžys,Centras,798.11
2018-08-01,Panevėžys,Centras,935.09
2021-05-01,Panevėžys,Centras,1145.1
2018-06-01,Panevėžys,Centras,945.71
2021-06-01,Panevėžys,Centras,1102.12
2021-11-01,Panevėžys,Centras,1075.09
2017-09-01,Panevėžys,Centras,778.38
2017-04-01,Panevėžys,Centras,802.2
2019-04-01,Panevėžys,Centras,844.48
2021-12-01,Panevėžys,Centras,705.44
2021-09-01,Panevėžys,Centras,1095.51
2017-02-01,Panevėžys,Centras,747.3
2017-11-01,Panevėžys,Centras,787.98
2020-01-01,Panevėžys,Centras,946.67
2020-04-01,Panevėžys,Centras,956.69
2019-01-01,Panevėžys,Centras,812.17
2021-07-01,Panevėžys,Centras,1103.13
2017-12-01,Panevėžys,Centras,793.38
2021-04-01,Panevėžys,Centras,1184.69
2019-06-01,Panevėžys,Centras,808.47
2017-07-01,Panevėžys,Centras,816.73
2018-10-01,Panevėžys,Centras,830.57
2019-09-01,Panevėžys,Centras,859.69
2021-10-01,Panevėžys,Centras,1105.1
2019-03-01,Panevėžys,Centras,854.99
2021-08-01,Panevėžys,Centras,1127.42
2022-02-01,Panevėžys,Centras,786.37
2017-05-01,Panevėžys,Centras,818.12
2020-10-01,Panevėžys,Centras,946.83
2022-07-01,Panevėžys,Centras,1190.15
2018-01-01,Panevėžys,Centras,806.38
2019-12-01,Panevėžys,Centras,939.69
2020-07-01,Panevėžys,Centras,942.97
2019-05-01,Panevėžys,Centras,848.53
2020-02-01,Panevėžys,Centras,927.85
2021-02-01,Panevėžys,Centras,1045.4
2018-04-01,Panevėžys,Centras,914.91
2018-09-01,Panevėžys,Centras,923.5
2019-02-01,Panevėžys,Centras,911.38
2020-12-01,Panevėžys,Centras,968.51
2022-05-01,Panevėžys,Centras,693.55
2018-05-01,Panevėžys,Centras,950.1
2021-01-01,Panevėžys,Centras,966.5
2021-03-01,Panevėžys,Centras,1120.65
2017-10-01,Panevėžys,Centras,781.74
2022-03-01,Panevėžys,Centras,1144.03
2019-11-01,Panevėžys,Centras,928.84
2022-01-01,Panevėžys,Centras,780.39
2022-08-01,Panevėžys,Centras,1188.29
2018-02-01,Panevėžys,Centras,821.58
2020-05-01,Panevėžys,Centras,940.24
2020-08-01,Panevėžys,Centras,926.37
2020-06-01,Panevėžys,Centras,962.78
2018-12-01,Panevėžys,Centras,801.75
2018-03-01,Panevėžys,Centras,820.92
2018-11-01,Panevėžys,Centras,817.42
2020-09-01,Panevėžys,Centras,963.9
2017-08-01,Panevėžys,Centras,808.18
2019-08-01,Panevėžys,Centras,842.2
2020-11-01,Panevėžys,Centras,937.58
2022-06-01,Panevėžys,Centras,1020.36
2017-01-01,Panevėžys,Centras,735.99
2017-06-01,Panevėžys,Centras,820.0
2018-07-01,Panevėžys,Centras,941.59
2019-07-01,Panevėžys,Centras,804.14
2019-10-01,Panevėžys,Centras,887.05
2020-03-01,Panevėžys,Centras,943.61
2022-04-01,Panevėžys,Centras,1188.98
2020-06-01,Alytus,Dainava,667.94
2021-04-01,Alytus,Dainava,737.36
2020-12-01,Alytus,Dainava,689.09
2022-01-01,Alytus,Dainava,749.63
2021-05-01,Alytus,Dainava,830.17
2021-02-01,Alytus,Dainava,711.94
2022-02-01,Alytus,Dainava,849.27
2020-04-01,Alytus,Dainava,625.0
2020-08-01,Alytus,Dainava,624.96
2021-08-01,Alytus,Dainava,804.97
2020-09-01,Alytus,Dainava,615.32
2021-11-01,Alytus,Dainava,750.61
2020-03-01,Alytus,Dainava,624.05
2020-10-01,Alytus,Dainava,564.34
2022-04-01,Alytus,Dainava,964.54
2020-02-01,Alytus,Dainava,635.12
2021-07-01,Alytus,Dainava,826.06
2021-12-01,Alytus,Dainava,766.25
2020-07-01,Alytus,Dainava,645.34
2021-03-01,Alytus,Dainava,696.3
2020-11-01,Alytus,Dainava,619.56
2021-09-01,Alytus,Dainava,835.47
2021-06-01,Alytus,Dainava,829.65
2022-05-01,Alytus,Dainava,946.86
2021-01-01,Alytus,Dainava,648.94
2022-07-01,Alytus,Dainava,932.28
2022-03-01,Alytus,Dainava,934.77
2022-08-01,Alytus,Dainava,936.66
2020-05-01,Alytus,Dainava,643.17
2022-06-01,Alytus,Dainava,908.16
2021-10-01,Alytus,Dainava,825.17
2017-12-01,Alytus,Dainava,418.64
2017-09-01,Alytus,Dainava,413.18
2019-04-01,Alytus,Dainava,474.69
2018-10-01,Alytus,Dainava,494.36
2019-01-01,Alytus,Dainava,554.04
2017-02-01,Alytus,Dainava,434.55
2019-12-01,Alytus,Dainava,611.7
2018-11-01,Alytus,Dainava,535.04
2019-06-01,Alytus,Dainava,567.39
2017-10-01,Alytus,Dainava,419.58
2019-03-01,Alytus,Dainava,504.59
2017-11-01,Alytus,Dainava,427.89
2018-01-01,Alytus,Dainava,441.05
2019-07-01,Alytus,Dainava,557.64
2018-07-01,Alytus,Dainava,445.9
2018-02-01,Alytus,Dainava,463.49
2019-09-01,Alytus,Dainava,580.91
2017-05-01,Alytus,Dainava,410.85
2017-03-01,Alytus,Dainava,417.34
2017-06-01,Alytus,Dainava,417.53
2018-06-01,Alytus,Dainava,407.21
2018-12-01,Alytus,Dainava,581.24
2018-04-01,Alytus,Dainava,434.91
2018-09-01,Alytus,Dainava,473.73
2019-10-01,Alytus,Dainava,575.83
2018-03-01,Alytus,Dainava,457.33
2019-11-01,Alytus,Dainava,525.58
2017-01-01,Alytus,Dainava,400.36
2019-02-01,Alytus,Dainava,526.27
2018-05-01,Alytus,Dainava,408.83
2018-08-01,Alytus,Dainava,468.45
2017-07-01,Alytus,Dainava,429.77
2019-08-01,Alytus,Dainava,554.98
2017-04-01,Alytus,Dainava,419.99
2020-01-01,Alytus,Dainava,656.31
2017-08-01,Alytus,Dainava,415.21
2019-05-01,Alytus,Dainava,491.47
2017-07-01,Kaunas,Dainava,892.32
2019-06-01,Kaunas,Dainava,1018.43
2018-04-01,Kaunas,Dainava,916.89
2019-03-01,Kaunas,Dainava,1037.71
2020-10-01,Kaunas,Dainava,1222.07
2017-02-01,Kaunas,Dainava,916.79
2019-02-01,Kaunas,Dainava,1028.73
2020-05-01,Kaunas,Dainava,1134.76
2021-12-01,Kaunas,Dainava,1486.12
2018-10-01,Kaunas,Dainava,941.48
2021-06-01,Kaunas,Dainava,1384.13
2018-07-01,Kaunas,Dainava,927.73
2021-01-01,Kaunas,Dainava,1291.46
2019-04-01,Kaunas,Dainava,1031.93
2018-03-01,Kaunas,Dainava,919.59
2018-08-01,Kaunas,Dainava,926.25
2020-06-01,Kaunas,Dainava,1137.63
2021-11-01,Kaunas,Dainava,1446.15
2017-11-01,Kaunas,Dainava,891.79
2020-07-01,Kaunas,Dainava,1149.89
2020-09-01,Kaunas,Dainava,1192.21
2022-03-01,Kaunas,Dainava,1600.18
2017-12-01,Kaunas,Dainava,898.7
2020-12-01,Kaunas,Dainava,1251.87
2021-05-01,Kaunas,Dainava,1389.24
2018-09-01,Kaunas,Dainava,952.76
2021-02-01,Kaunas,Dainava,1287.52
2021-08-01,Kaunas,Dainava,1380.14
2017-04-01,Kaunas,Dainava,907.54
2021-09-01,Kaunas,Dainava,1377.4
2018-11-01,Kaunas,Dainava,947.09
2019-08-01,Kaunas,Dainava,1036.83
2020-08-01,Kaunas,Dainava,1159.44
2017-05-01,Kaunas,Dainava,906.84
2019-07-01,Kaunas,Dainava,1023.55
2019-10-01,Kaunas,Dainava,1069.72
2022-08-01,Kaunas,Dainava,1755.68
2017-08-01,Kaunas,Dainava,891.66
2022-06-01,Kaunas,Dainava,1705.93
2019-05-01,Kaunas,Dainava,1020.35
2021-07-01,Kaunas,Dainava,1375.99
2022-02-01,Kaunas,Dainava,1561.86
2019-12-01,Kaunas,Dainava,1106.24
2020-03-01,Kaunas,Dainava,1149.61
2017-10-01,Kaunas,Dainava,891.22
2019-09-01,Kaunas,Dainava,1045.04
2021-10-01,Kaunas,Dainava,1392.24
2020-01-01,Kaunas,Dainava,1117.45
2019-11-01,Kaunas,Dainava,1076.98
2020-02-01,Kaunas,Dainava,1147.5
2017-06-01,Kaunas,Dainava,896.53
2021-03-01,Kaunas,Dainava,1300.45
2018-02-01,Kaunas,Dainava,912.08
2020-11-01,Kaunas,Dainava,1229.63
2022-07-01,Kaunas,Dainava,1740.63
2018-06-01,Kaunas,Dainava,911.76
2020-04-01,Kaunas,Dainava,1140.87
2022-01-01,Kaunas,Dainava,1503.13
2021-04-01,Kaunas,Dainava,1343.92
2017-03-01,Kaunas,Dainava,923.75
2018-12-01,Kaunas,Dainava,928.59
2017-01-01,Kaunas,Dainava,914.02
2022-04-01,Kaunas,Dainava,1599.33
2022-05-01,Kaunas,Dainava,1647.54
2018-01-01,Kaunas,Dainava,904.06
2019-01-01,Kaunas,Dainava,981.61
2017-09-01,Kaunas,Dainava,892.34
2018-05-01,Kaunas,Dainava,917.48
2021-09-01,Šiauliai,Dainiai,1030.13
2021-03-01,Šiauliai,Dainiai,966.57
2019-04-01,Šiauliai,Dainiai,776.67
2020-01-01,Šiauliai,Dainiai,838.78
2021-01-01,Šiauliai,Dainiai,893.81
2019-02-01,Šiauliai,Dainiai,751.42
2021-07-01,Šiauliai,Dainiai,1023.24
2022-01-01,Šiauliai,Dainiai,1037.46
2017-12-01,Šiauliai,Dainiai,711.9
2019-11-01,Šiauliai,Dainiai,825.91
2020-04-01,Šiauliai,Dainiai,843.77
2020-07-01,Šiauliai,Dainiai,831.45
2019-05-01,Šiauliai,Dainiai,804.67
2019-10-01,Šiauliai,Dainiai,820.43
2021-12-01,Šiauliai,Dainiai,1042.69
2022-07-01,Šiauliai,Dainiai,1126.77
2018-03-01,Šiauliai,Dainiai,720.11
2018-05-01,Šiauliai,Dainiai,718.03
2021-05-01,Šiauliai,Dainiai,998.26
2021-10-01,Šiauliai,Dainiai,1033.29
2018-12-01,Šiauliai,Dainiai,724.66
2021-06-01,Šiauliai,Dainiai,1013.84
2017-05-01,Šiauliai,Dainiai,711.93
2018-06-01,Šiauliai,Dainiai,718.29
2019-06-01,Šiauliai,Dainiai,817.58
2018-02-01,Šiauliai,Dainiai,708.11
2018-10-01,Šiauliai,Dainiai,700.63
2020-06-01,Šiauliai,Dainiai,840.37
2018-04-01,Šiauliai,Dainiai,713.56
2020-12-01,Šiauliai,Dainiai,867.16
2021-02-01,Šiauliai,Dainiai,944.56
2022-08-01,Šiauliai,Dainiai,1159.47
2017-08-01,Šiauliai,Dainiai,709.34
2017-09-01,Šiauliai,Dainiai,707.02
2022-02-01,Šiauliai,Dainiai,1033.56
2017-04-01,Šiauliai,Dainiai,686.68
2020-09-01,Šiauliai,Dainiai,832.25
2022-06-01,Šiauliai,Dainiai,1128.67
2017-01-01,Šiauliai,Dainiai,628.74
2017-10-01,Šiauliai,Dainiai,707.8
2019-12-01,Šiauliai,Dainiai,847.29
2020-03-01,Šiauliai,Dainiai,856.4
2020-08-01,Šiauliai,Dainiai,831.78
2020-05-01,Šiauliai,Dainiai,852.49
2018-09-01,Šiauliai,Dainiai,705.21
2019-08-01,Šiauliai,Dainiai,814.64
2019-07-01,Šiauliai,Dainiai,813.17
2020-10-01,Šiauliai,Dainiai,844.61
2022-05-01,Šiauliai,Dainiai,1065.83
2017-06-01,Šiauliai,Dainiai,717.14
2017-07-01,Šiauliai,Dainiai,719.01
2020-02-01,Šiauliai,Dainiai,859.12
2022-03-01,Šiauliai,Dainiai,1047.28
2018-01-01,Šiauliai,Dainiai,713.17
2017-02-01,Šiauliai,Dainiai,642.29
2018-07-01,Šiauliai,Dainiai,723.99
2021-04-01,Šiauliai,Dainiai,980.74
2019-09-01,Šiauliai,Dainiai,816.13
2018-08-01,Šiauliai,Dainiai,703.45
2019-01-01,Šiauliai,Dainiai,739.82
2020-11-01,Šiauliai,Dainiai,852.23
2022-04-01,Šiauliai,Dainiai,1033.55
2017-03-01,Šiauliai,Dainiai,671.79
2019-03-01,Šiauliai,Dainiai,763.75
2021-11-01,Šiauliai,Dainiai,1046.02
2017-11-01,Šiauliai,Dainiai,699.85
2021-08-01,Šiauliai,Dainiai,1029.2
2018-11-01,Šiauliai,Dainiai,707.53
2021-05-01,Klaipėda,Miškas,1381.15
2022-03-01,Klaipėda,Miškas,1765.16
2022-05-01,Klaipėda,Miškas,1749.59
2021-03-01,Klaipėda,Miškas,1351.87
2021-07-01,Klaipėda,Miškas,1614.62
2022-04-01,Klaipėda,Miškas,1744.56
2021-09-01,Klaipėda,Miškas,1593.88
2021-08-01,Klaipėda,Miškas,1588.15
2021-06-01,Klaipėda,Miškas,1518.76
2022-02-01,Klaipėda,Miškas,1657.73
2021-01-01,Klaipėda,Miškas,1353.97
2022-06-01,Klaipėda,Miškas,1811.21
2021-11-01,Klaipėda,Miškas,1690.1
2022-01-01,Klaipėda,Miškas,1663.78
2022-07-01,Klaipėda,Miškas,1869.5
2021-12-01,Klaipėda,Miškas,1695.59
