City,District,Sale_m2,Rent_m2,RelativePriceToRent
Šiauliai,Dainiai,1074.7065984692017,6.193531336262936,173.52081391383743
Kaunas,Aleksotas,1730.9089144489262,10.497339823370112,164.8902430114173
Kaunas,Šilainiai,1450.910028699349,7.787542124855463,186.31167644904107
Kaunas,Petrašiūnai,1431.2384456435684,8.536353023700713,167.6639241219071
Kaunas,Freda,2165.2368710803567,8.96810654370529,241.43746068674167
Kaunas,Aukštieji Šančiai,1338.1085831550881,9.100584855189027,147.03544930874605
Kaunas,Eiguliai,1537.6466054556658,8.043401144376958,191.16870809441298
Kaunas,Lampėdžiai,1690.7162069512415,8.677737599229772,194.83375564401808
Kaunas,Vaišvydava,787.970711232454,10.533498866268019,74.80617041274049
Kaunas,Vilijampolė,1761.432673221454,9.349324324396093,188.40213603727256
