Date,City,District,Price
2019-06-01,Vilnius,Zujūnai,8.79
2018-02-01,Vilnius,Zujūnai,6.5
2020-10-01,Vilnius,Zujūnai,4.91
2018-09-01,Vilnius,Zujūnai,3.33
2020-09-01,Vilnius,Zujūnai,8.94
2019-01-01,Vilnius,Zujūnai,6.3
2020-02-01,Vilnius,Zujūnai,4.97
2020-07-01,Vilnius,Zujūnai,5.74
2020-05-01,Vilnius,Zujūnai,6.25
2018-04-01,Vilnius,Zujūnai,5.95
2019-11-01,Vilnius,Zujūnai,6.83
2021-03-01,Vilnius,Zujūnai,4.43
2019-02-01,Vilnius,Zujūnai,6.75
2017-03-01,Vilnius,Zujūnai,6.32
2020-01-01,Vilnius,Zujūnai,8.23
2020-06-01,Vilnius,Zujūnai,6.04
2019-11-01,Vilnius,Vilkpėdė,5.35
2019-10-01,Vilnius,Vilkpėdė,5.35
2018-08-01,Vilnius,Žirmūnai,9.05
2019-10-01,Vilnius,Žirmūnai,5.67
2018-12-01,Vilnius,Žirmūnai,5.76
2018-11-01,Vilnius,Žirmūnai,5.97
2020-08-01,Vilnius,Žirmūnai,7.2
2018-01-01,Vilnius,Žvėrynas,9.58
2017-10-01,Vilnius,Žvėrynas,9.36
2017-05-01,Vilnius,Žvėrynas,9.8
2018-05-01,Vilnius,Žvėrynas,8.33
2017-12-01,Vilnius,Žvėrynas,9.48
2017-06-01,Vilnius,Žvėrynas,9.77
2018-02-01,Vilnius,Žvėrynas,22.04
2017-08-01,Vilnius,Žvėrynas,8.7
2017-09-01,Vilnius,Žvėrynas,8.59
2018-06-01,Vilnius,Žvėrynas,7.57
2018-03-01,Vilnius,Žvėrynas,9.28
2017-07-01,Vilnius,Žvėrynas,8.84
2018-04-01,Vilnius,Žvėrynas,9.11
2017-04-01,Vilnius,Žvėrynas,9.6
2017-11-01,Vilnius,Žvėrynas,9.34
2021-02-01,Vilnius,Žemieji Paneriai,9.57
2021-03-01,Vilnius,Žemieji Paneriai,9.91
2020-07-01,Vilnius,Galgiai,4.3
2019-02-01,Vilnius,Galgiai,7.83
2020-10-01,Vilnius,Galgiai,665.31
2020-11-01,Vilnius,Galgiai,1209.68
2020-08-01,Vilnius,Galgiai,4.3
2018-11-01,Vilnius,Galgiai,9.04
2019-03-01,Vilnius,Galgiai,7.83
2020-09-01,Vilnius,Galgiai,4.3
2019-12-01,Vilnius,Galgiai,4.17
2018-12-01,Vilnius,Bukčiai,19.91
2018-01-01,Vilnius,Bukčiai,6.04
2019-06-01,Vilnius,Bukčiai,15.82
2019-03-01,Vilnius,Bukčiai,19.91
2019-05-01,Vilnius,Bukčiai,17.48
2018-02-01,Vilnius,Bukčiai,6.51
2017-12-01,Vilnius,Bukčiai,8.19
2019-02-01,Vilnius,Bukčiai,19.91
2019-01-01,Vilnius,Bukčiai,19.91
2019-04-01,Vilnius,Bukčiai,18.05
2017-12-01,Vilnius,Filaretai,5.65
2019-11-01,Vilnius,Filaretai,7.43
2018-11-01,Vilnius,Filaretai,10.42
2019-10-01,Vilnius,Filaretai,7.39
2019-09-01,Vilnius,Filaretai,7.63
2019-09-01,Vilnius,Dvarčionys,5.58
2021-02-01,Vilnius,Dvarčionys,10.98
2018-11-01,Vilnius,Dvarčionys,4.81
2019-11-01,Vilnius,Dvarčionys,4.38
2018-02-01,Vilnius,Dvarčionys,4.76
2019-10-01,Vilnius,Dvarčionys,5.03
2018-11-01,Vilnius,Buivydiškės,9.13
2018-12-01,Vilnius,Buivydiškės,7.51
2018-03-01,Vilnius,Buivydiškės,3.8
2018-02-01,Vilnius,Buivydiškės,3.8
2018-07-01,Vilnius,Gineitiškės,5.67
2018-06-01,Vilnius,Gineitiškės,6.32
2019-07-01,Vilnius,Gineitiškės,5.13
2017-12-01,Vilnius,Gineitiškės,5.94
2019-06-01,Vilnius,Gineitiškės,5.91
2020-03-01,Vilnius,Fabijoniškės,9.55
2018-01-01,Vilnius,Fabijoniškės,3.41
2018-12-01,Vilnius,Fabijoniškės,5.23
2019-05-01,Vilnius,Fabijoniškės,5.3
2019-04-01,Vilnius,Fabijoniškės,5.3
2019-02-01,Vilnius,Fabijoniškės,5.3
2018-02-01,Vilnius,Fabijoniškės,3.41
2017-12-01,Vilnius,Fabijoniškės,3.41
2018-08-01,Vilnius,Fabijoniškės,5.07
2018-11-01,Vilnius,Fabijoniškės,5.2
2019-03-01,Vilnius,Fabijoniškės,5.3
2018-05-01,Vilnius,Fabijoniškės,3.76
2018-04-01,Vilnius,Fabijoniškės,3.41
2018-10-01,Vilnius,Fabijoniškės,4.75
2018-03-01,Vilnius,Fabijoniškės,3.41
2018-09-01,Vilnius,Fabijoniškės,4.83
2018-08-01,Vilnius,Didieji Gulbinai,6.02
2020-08-01,Vilnius,Didieji Gulbinai,5.79
2018-10-01,Vilnius,Didieji Gulbinai,6.3
2020-02-01,Vilnius,Didieji Gulbinai,6.15
2018-05-01,Vilnius,Didieji Gulbinai,7.2
2019-01-01,Vilnius,Didieji Gulbinai,6.01
2019-08-01,Vilnius,Didieji Gulbinai,6.55
2020-09-01,Vilnius,Didieji Gulbinai,5.79
2018-09-01,Vilnius,Didieji Gulbinai,6.46
2020-03-01,Vilnius,Didieji Gulbinai,5.88
2018-06-01,Vilnius,Didieji Gulbinai,6.97
2018-07-01,Vilnius,Didieji Gulbinai,6.43
2018-11-01,Vilnius,Didieji Gulbinai,5.86
2018-04-01,Vilnius,Didieji Gulbinai,5.89
2020-05-01,Vilnius,Didieji Gulbinai,6.63
2018-02-01,Vilnius,Didieji Gulbinai,6.35
2019-01-01,Vilnius,Užupis,8.4
2019-04-01,Vilnius,Užupis,8.49
2019-12-01,Vilnius,Užupis,7.29
2020-03-01,Vilnius,Užupis,5.72
2020-06-01,Vilnius,Užupis,13.4
2020-02-01,Vilnius,Užupis,6.34
2019-05-01,Vilnius,Užupis,8.25
2020-04-01,Vilnius,Užupis,8.11
2018-12-01,Vilnius,Užupis,8.61
2020-05-01,Vilnius,Užupis,9.37
2020-08-01,Vilnius,Tarandė,6.68
2020-11-01,Vilnius,Tarandė,6.76
2020-07-01,Vilnius,Tarandė,6.46
2020-10-01,Vilnius,Tarandė,5.26
2022-08-01,Vilnius,Tarandė,12.43
2021-02-01,Vilnius,Tarandė,5.5
2020-09-01,Vilnius,Tarandė,5.71
2021-03-01,Vilnius,Tarandė,5.68
2019-04-01,Vilnius,Turniškės,9.29
2019-06-01,Vilnius,Turniškės,6.93
2020-07-01,Vilnius,Turniškės,9.72
2020-06-01,Vilnius,Turniškės,9.49
2019-03-01,Vilnius,Turniškės,10.3
2019-09-01,Vilnius,Turniškės,9.09
2018-07-01,Vilnius,Turniškės,10.72
2019-10-01,Vilnius,Turniškės,8.14
2019-08-01,Vilnius,Turniškės,10.0
2020-11-01,Vilnius,Užusieniai,13.2
2021-01-01,Vilnius,Užusieniai,4.69
2017-10-01,Vilnius,Valakampiai,10.05
2020-05-01,Vilnius,Valakampiai,9.35
2020-12-01,Vilnius,Valakampiai,10.41
2019-03-01,Vilnius,Valakampiai,9.91
2020-10-01,Vilnius,Valakampiai,9.23
2021-02-01,Vilnius,Valakampiai,9.55
2019-04-01,Vilnius,Valakampiai,10.4
2020-09-01,Vilnius,Valakampiai,9.71
2018-06-01,Vilnius,Valakampiai,9.76
2019-09-01,Vilnius,Valakampiai,10.92
2022-06-01,Vilnius,Valakampiai,11.8
2017-03-01,Vilnius,Valakampiai,9.95
2021-09-01,Vilnius,Valakampiai,11.97
2018-02-01,Vilnius,Valakampiai,8.39
2020-08-01,Vilnius,Valakampiai,9.11
2019-10-01,Vilnius,Valakampiai,9.59
2020-03-01,Vilnius,Valakampiai,8.53
2020-04-01,Vilnius,Valakampiai,8.98
2018-05-01,Vilnius,Valakampiai,9.79
2022-08-01,Vilnius,Valakampiai,13.2
2020-07-01,Vilnius,Valakampiai,6.53
2020-01-01,Vilnius,Valakampiai,8.92
2019-05-01,Vilnius,Valakampiai,10.98
2019-07-01,Vilnius,Valakampiai,9.84
2021-01-01,Vilnius,Valakampiai,10.52
2020-11-01,Vilnius,Valakampiai,10.11
2018-04-01,Vilnius,Valakampiai,9.03
2018-07-01,Vilnius,Valakampiai,9.93
2018-08-01,Vilnius,Valakampiai,9.96
2019-12-01,Vilnius,Valakampiai,8.9
2020-06-01,Vilnius,Valakampiai,7.55
2019-11-01,Vilnius,Valakampiai,9.08
2018-01-01,Vilnius,Valakampiai,9.7
2019-06-01,Vilnius,Valakampiai,10.67
2019-08-01,Vilnius,Valakampiai,9.58
2017-12-01,Vilnius,Valakampiai,10.53
2018-03-01,Vilnius,Valakampiai,8.33
2022-07-01,Vilnius,Valakampiai,13.13
2017-11-01,Vilnius,Valakampiai,10.2
2020-02-01,Vilnius,Valakampiai,8.61
2021-03-01,Vilnius,Valakampiai,10.01
2018-05-01,Vilnius,Trakų Vokė,4.32
2019-08-01,Vilnius,Trakų Vokė,6.43
2018-01-01,Vilnius,Trakų Vokė,5.61
2019-09-01,Vilnius,Trakų Vokė,6.09
2018-07-01,Vilnius,Trakų Vokė,5.61
2018-08-01,Vilnius,Trakų Vokė,6.04
2020-11-01,Vilnius,Trakų Vokė,9.02
2020-12-01,Vilnius,Trakų Vokė,6.03
2018-10-01,Vilnius,Trakų Vokė,5.61
2018-04-01,Vilnius,Trakų Vokė,5.61
2019-11-01,Vilnius,Trakų Vokė,4.52
2018-02-01,Vilnius,Trakų Vokė,5.28
2021-01-01,Vilnius,Trakų Vokė,5.61
2018-09-01,Vilnius,Trakų Vokė,6.01
2018-03-01,Vilnius,Trakų Vokė,5.5
2019-10-01,Vilnius,Trakų Vokė,6.27
2020-10-01,Vilnius,Trakų Vokė,8.3
2018-06-01,Vilnius,Trakų Vokė,4.99
2019-04-01,Vilnius,Trakų Vokė,3.69
2021-06-01,Vilnius,Žvėrynas,13.82
2020-10-01,Vilnius,Žvėrynas,14.97
2021-02-01,Vilnius,Žvėrynas,14.1
2020-04-01,Vilnius,Žvėrynas,11.72
2018-11-01,Vilnius,Žvėrynas,10.19
2019-09-01,Vilnius,Žvėrynas,10.99
2018-07-01,Vilnius,Žvėrynas,6.93
2019-12-01,Vilnius,Žvėrynas,12.44
2019-07-01,Vilnius,Žvėrynas,9.36
2020-07-01,Vilnius,Žvėrynas,12.08
2019-10-01,Vilnius,Žvėrynas,9.45
2019-03-01,Vilnius,Žvėrynas,9.72
2018-09-01,Vilnius,Žvėrynas,10.71
2019-01-01,Vilnius,Žvėrynas,9.92
2020-08-01,Vilnius,Žvėrynas,13.54
2021-01-01,Vilnius,Žvėrynas,14.13
2022-06-01,Vilnius,Žvėrynas,14.22
2019-04-01,Vilnius,Žvėrynas,11.35
2020-02-01,Vilnius,Žvėrynas,12.56
2019-06-01,Vilnius,Žvėrynas,9.62
2020-12-01,Vilnius,Žvėrynas,13.84
2020-01-01,Vilnius,Žvėrynas,13.55
2020-03-01,Vilnius,Žvėrynas,12.5
2020-05-01,Vilnius,Žvėrynas,11.9
2021-03-01,Vilnius,Žvėrynas,14.1
2019-02-01,Vilnius,Žvėrynas,10.39
2021-11-01,Vilnius,Žvėrynas,14.2
2018-08-01,Vilnius,Žvėrynas,8.61
2018-10-01,Vilnius,Žvėrynas,10.24
2020-11-01,Vilnius,Žvėrynas,13.74
2019-11-01,Vilnius,Žvėrynas,8.52
2018-12-01,Vilnius,Žvėrynas,10.17
2019-08-01,Vilnius,Žvėrynas,9.85
2022-01-01,Vilnius,Žvėrynas,14.22
2022-08-01,Vilnius,Žvėrynas,14.7
2019-05-01,Vilnius,Žvėrynas,10.48
2020-06-01,Vilnius,Žvėrynas,12.77
2020-09-01,Vilnius,Žvėrynas,15.01
2021-12-01,Vilnius,Žvėrynas,13.48
2019-05-01,Vilnius,Bajorai,6.05
2019-09-01,Vilnius,Bajorai,5.73
2020-09-01,Vilnius,Bajorai,4.1
2020-11-01,Vilnius,Bajorai,4.47
2020-03-01,Vilnius,Bajorai,6.96
2020-06-01,Vilnius,Bajorai,6.62
2019-06-01,Vilnius,Bajorai,6.43
2022-06-01,Vilnius,Bajorai,13.45
2019-07-01,Vilnius,Bajorai,6.46
2020-05-01,Vilnius,Bajorai,6.37
2020-01-01,Vilnius,Bajorai,6.3
2020-04-01,Vilnius,Bajorai,6.19
2020-07-01,Vilnius,Bajorai,7.17
2020-12-01,Vilnius,Bajorai,4.41
2019-04-01,Vilnius,Bajorai,5.64
2020-02-01,Vilnius,Bajorai,6.86
2019-12-01,Vilnius,Bajorai,6.18
2020-10-01,Vilnius,Bajorai,3.81
2019-11-01,Vilnius,Bajorai,6.01
2019-03-01,Vilnius,Bajorai,7.78
2020-08-01,Vilnius,Bajorai,5.06
2019-10-01,Vilnius,Balsiai,4.61
2018-12-01,Vilnius,Balsiai,3.37
2018-01-01,Vilnius,Balsiai,4.63
2018-03-01,Vilnius,Balsiai,5.26
2019-07-01,Vilnius,Balsiai,6.08
2017-06-01,Vilnius,Balsiai,4.06
2017-12-01,Vilnius,Balsiai,5.53
2019-01-01,Vilnius,Balsiai,4.54
2020-02-01,Vilnius,Balsiai,5.28
2018-07-01,Vilnius,Balsiai,4.57
2021-01-01,Vilnius,Balsiai,7.57
2019-08-01,Vilnius,Balsiai,5.73
2018-08-01,Vilnius,Balsiai,2.92
2017-07-01,Vilnius,Balsiai,3.67
2018-05-01,Vilnius,Balsiai,5.21
2021-02-01,Vilnius,Balsiai,7.89
2017-05-01,Vilnius,Balsiai,4.39
2019-12-01,Vilnius,Balsiai,5.12
2022-08-01,Vilnius,Balsiai,9.11
2017-09-01,Vilnius,Balsiai,3.86
2019-11-01,Vilnius,Balsiai,4.54
2020-11-01,Vilnius,Balsiai,10.12
2020-06-01,Vilnius,Balsiai,9.92
2019-04-01,Vilnius,Balsiai,7.02
2018-02-01,Vilnius,Balsiai,4.92
2017-03-01,Vilnius,Balsiai,4.19
2020-12-01,Vilnius,Balsiai,8.25
2018-06-01,Vilnius,Balsiai,5.21
2020-01-01,Vilnius,Balsiai,78.47
2018-10-01,Vilnius,Balsiai,3.81
2018-09-01,Vilnius,Balsiai,3.19
2019-05-01,Vilnius,Balsiai,8.27
2018-11-01,Vilnius,Balsiai,3.77
2017-10-01,Vilnius,Balsiai,4.35
2019-03-01,Vilnius,Balsiai,4.74
2019-09-01,Vilnius,Balsiai,5.08
2017-08-01,Vilnius,Balsiai,3.76
2019-02-01,Vilnius,Balsiai,3.68
2018-04-01,Vilnius,Balsiai,5.59
2018-02-01,Vilnius,Baltupiai,4.94
2019-05-01,Vilnius,Baltupiai,5.23
2019-04-01,Vilnius,Baltupiai,5.32
2019-10-01,Vilnius,Baltupiai,6.03
2018-01-01,Vilnius,Baltupiai,4.63
2019-12-01,Vilnius,Baltupiai,5.35
2020-06-01,Vilnius,Baltupiai,6.04
2019-03-01,Vilnius,Baltupiai,5.6
2021-02-01,Vilnius,Baltupiai,11.21
2017-06-01,Vilnius,Baltupiai,3.11
2018-12-01,Vilnius,Baltupiai,5.04
2018-10-01,Vilnius,Baltupiai,6.2
2019-08-01,Vilnius,Baltupiai,6.53
2018-06-01,Vilnius,Baltupiai,4.77
2020-02-01,Vilnius,Baltupiai,6.81
2019-09-01,Vilnius,Baltupiai,6.34
2020-04-01,Vilnius,Baltupiai,4.63
2018-08-01,Vilnius,Baltupiai,4.47
2018-11-01,Vilnius,Baltupiai,5.29
2020-05-01,Vilnius,Baltupiai,5.29
2018-05-01,Vilnius,Baltupiai,5.52
2020-03-01,Vilnius,Baltupiai,5.79
2020-12-01,Vilnius,Baltupiai,9.77
2019-06-01,Vilnius,Baltupiai,5.26
2018-07-01,Vilnius,Baltupiai,3.86
2020-01-01,Vilnius,Baltupiai,5.5
2021-03-01,Vilnius,Baltupiai,11.21
2018-04-01,Vilnius,Baltupiai,6.57
2017-12-01,Vilnius,Baltupiai,4.89
2018-03-01,Vilnius,Baltupiai,5.73
2019-11-01,Vilnius,Baltupiai,5.53
2018-01-01,Vilnius,Buivydiškės,3.8
2017-12-01,Vilnius,Buivydiškės,3.85
2019-06-01,Vilnius,Pagiriai,3.01
2020-06-01,Vilnius,Pagiriai,4.81
2021-02-01,Vilnius,Pagiriai,3.4
2018-03-01,Vilnius,Paneriai,4.05
2018-02-01,Vilnius,Paneriai,4.05
2019-06-01,Vilnius,Paneriai,8.97
2018-04-01,Vilnius,Paneriai,4.89
2017-12-01,Vilnius,Paneriai,4.05
2018-05-01,Vilnius,Paneriai,4.83
2018-01-01,Vilnius,Paneriai,4.05
2018-05-01,Vilnius,Ožkiniai,8.13
2018-06-01,Vilnius,Ožkiniai,7.71
2021-02-01,Vilnius,Markučiai,7.32
2021-03-01,Vilnius,Markučiai,7.52
2021-01-01,Vilnius,Markučiai,7.11
2018-07-01,Vilnius,Naujininkai,5.25
2019-04-01,Vilnius,Naujininkai,6.63
2018-06-01,Vilnius,Naujininkai,6.48
2018-09-01,Vilnius,Naujininkai,5.02
2018-12-01,Vilnius,Naujininkai,5.34
2019-10-01,Vilnius,Naujininkai,7.38
2019-02-01,Vilnius,Naujininkai,7.02
2018-11-01,Vilnius,Naujininkai,5.35
2019-11-01,Vilnius,Naujininkai,7.4
2019-03-01,Vilnius,Naujininkai,6.89
2018-10-01,Vilnius,Naujininkai,6.27
2020-08-01,Vilnius,Naujininkai,9.03
2020-10-01,Vilnius,Naujininkai,10.58
2018-08-01,Vilnius,Naujininkai,4.03
2019-05-01,Vilnius,Naujininkai,8.57
2020-11-01,Vilnius,Naujininkai,8.42
2019-01-01,Vilnius,Naujininkai,43.87
2020-05-01,Vilnius,Naujamiestis,10.11
2018-03-01,Vilnius,Naujamiestis,9.25
2020-01-01,Vilnius,Naujamiestis,348.66
2020-12-01,Vilnius,Naujamiestis,9.32
2017-12-01,Vilnius,Naujamiestis,8.71
2019-05-01,Vilnius,Naujamiestis,8.49
2019-07-01,Vilnius,Naujamiestis,8.52
2021-01-01,Vilnius,Naujamiestis,7.8
2018-05-01,Vilnius,Naujamiestis,8.62
2019-10-01,Vilnius,Naujamiestis,204.91
2019-09-01,Vilnius,Naujamiestis,8.31
2019-06-01,Vilnius,Naujamiestis,8.36
2019-03-01,Vilnius,Naujamiestis,11.16
2020-03-01,Vilnius,Naujamiestis,222.87
2018-02-01,Vilnius,Naujamiestis,8.56
2020-11-01,Vilnius,Naujamiestis,8.63
2020-04-01,Vilnius,Naujamiestis,10.79
2020-10-01,Vilnius,Naujamiestis,8.84
2019-02-01,Vilnius,Naujamiestis,10.5
2020-08-01,Vilnius,Naujamiestis,9.61
2019-12-01,Vilnius,Naujamiestis,556.11
2018-01-01,Vilnius,Naujamiestis,8.52
2019-04-01,Vilnius,Naujamiestis,8.49
2019-08-01,Vilnius,Naujamiestis,9.07
2019-01-01,Vilnius,Naujamiestis,9.23
2020-02-01,Vilnius,Naujamiestis,321.24
2017-11-01,Vilnius,Naujamiestis,8.37
2020-07-01,Vilnius,Naujamiestis,10.35
2018-04-01,Vilnius,Naujamiestis,9.25
2019-11-01,Vilnius,Naujamiestis,623.75
2020-01-01,Vilnius,Naujoji Vilnia,4.38
2020-05-01,Vilnius,Naujoji Vilnia,2.52
2020-12-01,Vilnius,Naujoji Vilnia,3.56
2019-12-01,Vilnius,Naujoji Vilnia,4.18
2019-08-01,Vilnius,Naujoji Vilnia,4.11
2020-11-01,Vilnius,Naujoji Vilnia,3.53
2020-10-01,Vilnius,Naujoji Vilnia,3.79
2019-09-01,Vilnius,Naujoji Vilnia,4.02
2017-12-01,Vilnius,Naujoji Vilnia,4.17
2018-02-01,Vilnius,Naujoji Vilnia,4.19
2020-02-01,Vilnius,Naujoji Vilnia,4.43
2019-11-01,Vilnius,Naujoji Vilnia,4.18
2019-07-01,Vilnius,Naujoji Vilnia,4.35
2019-10-01,Vilnius,Naujoji Vilnia,4.32
2018-01-01,Vilnius,Naujoji Vilnia,3.63
2018-03-01,Vilnius,Naujoji Vilnia,4.11
2020-04-01,Vilnius,Naujoji Vilnia,4.85
2020-12-01,Vilnius,Paneriai,2.25
2017-12-01,Vilnius,Pavilnys,8.88
2020-05-01,Vilnius,Pavilnys,9.98
2021-02-01,Vilnius,Pavilnys,13.65
2018-03-01,Vilnius,Pavilnys,11.55
2019-08-01,Vilnius,Pavilnys,6.47
2018-10-01,Vilnius,Pavilnys,6.99
2017-01-01,Vilnius,Pavilnys,5.12
2020-06-01,Vilnius,Pavilnys,9.89
2019-05-01,Vilnius,Pavilnys,6.91
2022-08-01,Vilnius,Pavilnys,11.15
2021-10-01,Vilnius,Pavilnys,10.04
2018-05-01,Vilnius,Pavilnys,7.97
2022-03-01,Vilnius,Pavilnys,9.99
2018-04-01,Vilnius,Pavilnys,7.58
2020-04-01,Vilnius,Pavilnys,11.18
2019-02-01,Vilnius,Pavilnys,9.25
2017-05-01,Vilnius,Pavilnys,7.12
2017-08-01,Vilnius,Pavilnys,6.33
2018-08-01,Vilnius,Pavilnys,6.74
2018-01-01,Vilnius,Pavilnys,8.34
2018-06-01,Vilnius,Pavilnys,6.77
2019-07-01,Vilnius,Pavilnys,9.31
2020-07-01,Vilnius,Pavilnys,8.1
2019-03-01,Vilnius,Pavilnys,8.86
2019-11-01,Vilnius,Pavilnys,9.01
2020-01-01,Vilnius,Pavilnys,8.62
2021-11-01,Vilnius,Pavilnys,10.25
2022-02-01,Vilnius,Pavilnys,9.95
2020-03-01,Vilnius,Pavilnys,10.7
2017-02-01,Vilnius,Pavilnys,4.89
2021-03-01,Vilnius,Pavilnys,12.4
2020-11-01,Vilnius,Pavilnys,9.49
2018-09-01,Vilnius,Pavilnys,6.53
2019-09-01,Vilnius,Pavilnys,8.27
2020-02-01,Vilnius,Pavilnys,10.24
2022-07-01,Vilnius,Pavilnys,11.96
2020-08-01,Vilnius,Pavilnys,7.61
2022-04-01,Vilnius,Pavilnys,10.56
2018-02-01,Vilnius,Pavilnys,8.39
2018-11-01,Vilnius,Pavilnys,6.72
2021-01-01,Vilnius,Pavilnys,13.06
2021-08-01,Vilnius,Pavilnys,7.22
2018-07-01,Vilnius,Pavilnys,6.49
2019-10-01,Vilnius,Pavilnys,8.66
2020-09-01,Vilnius,Pavilnys,8.51
2019-01-01,Vilnius,Pavilnys,8.78
2020-12-01,Vilnius,Pavilnys,13.33
2019-04-01,Vilnius,Pavilnys,7.27
2017-11-01,Vilnius,Pavilnys,9.47
2018-12-01,Vilnius,Pavilnys,7.93
2020-10-01,Vilnius,Pavilnys,8.8
2021-09-01,Vilnius,Pavilnys,7.53
2022-01-01,Vilnius,Pavilnys,9.75
2019-12-01,Vilnius,Pavilnys,9.12
2019-06-01,Vilnius,Pavilnys,10.16
2017-12-01,Vilnius,Pilaitė,3.08
2018-03-01,Vilnius,Pilaitė,4.31
2019-12-01,Vilnius,Pilaitė,4.8
2019-02-01,Vilnius,Pilaitė,7.38
2018-01-01,Vilnius,Pilaitė,4.11
2019-08-01,Vilnius,Pilaitė,4.91
2020-05-01,Vilnius,Pilaitė,6.75
2019-06-01,Vilnius,Pilaitė,8.32
2018-07-01,Vilnius,Pilaitė,3.9
2018-10-01,Vilnius,Pilaitė,7.82
2019-11-01,Vilnius,Pilaitė,4.45
2018-02-01,Vilnius,Pilaitė,4.48
2018-05-01,Vilnius,Pilaitė,4.2
2018-06-01,Vilnius,Pilaitė,3.86
2019-01-01,Vilnius,Pilaitė,6.59
2019-03-01,Vilnius,Pilaitė,7.38
2019-10-01,Vilnius,Pilaitė,4.32
2018-12-01,Vilnius,Pilaitė,6.95
2019-07-01,Vilnius,Pilaitė,6.93
2019-04-01,Vilnius,Pilaitė,10.69
2018-08-01,Vilnius,Pilaitė,5.7
2019-05-01,Vilnius,Pilaitė,193.05
2020-01-01,Vilnius,Pilaitė,4.65
2019-09-01,Vilnius,Pilaitė,4.13
2018-04-01,Vilnius,Pilaitė,4.16
2018-09-01,Vilnius,Pilaitė,7.47
2020-09-01,Vilnius,Pašilaičiai,6.45
2019-10-01,Vilnius,Pašilaičiai,8.99
2020-06-01,Vilnius,Pašilaičiai,6.45
2020-08-01,Vilnius,Pašilaičiai,6.45
2018-09-01,Vilnius,Pašilaičiai,9.09
2018-08-01,Vilnius,Pašilaičiai,9.64
2019-09-01,Vilnius,Pašilaičiai,8.99
2018-02-01,Vilnius,Pašilaičiai,4.87
2021-03-01,Vilnius,Pašilaičiai,8.69
2020-12-01,Vilnius,Pašilaičiai,8.14
2020-01-01,Vilnius,Pašilaičiai,6.03
2021-02-01,Vilnius,Pašilaičiai,9.76
2021-01-01,Vilnius,Pašilaičiai,10.21
2020-07-01,Vilnius,Pašilaičiai,6.45
2019-06-01,Vilnius,Pašilaičiai,8.93
2020-10-01,Vilnius,Pašilaičiai,6.45
2020-11-01,Vilnius,Pašilaičiai,6.45
2018-04-01,Vilnius,Bajorai,4.76
2019-02-01,Vilnius,Bajorai,10.09
2018-01-01,Vilnius,Bajorai,5.07
2017-10-01,Vilnius,Bajorai,4.89
2018-05-01,Vilnius,Bajorai,5.24
2018-09-01,Vilnius,Bajorai,7.84
2019-01-01,Vilnius,Bajorai,9.67
2018-03-01,Vilnius,Bajorai,4.54
2017-12-01,Vilnius,Bajorai,5.49
2018-06-01,Vilnius,Bajorai,5.62
2018-07-01,Vilnius,Bajorai,6.5
2018-11-01,Vilnius,Bajorai,5.12
2017-05-01,Vilnius,Bajorai,5.8
2018-10-01,Vilnius,Bajorai,5.97
2017-11-01,Vilnius,Bajorai,5.39
2018-02-01,Vilnius,Bajorai,4.28
2019-10-01,Vilnius,Antavilis,3.58
2019-08-01,Vilnius,Antavilis,3.52
2019-11-01,Vilnius,Antavilis,3.98
2020-01-01,Vilnius,Antavilis,8.19
2020-03-01,Vilnius,Antavilis,8.75
2019-09-01,Vilnius,Antavilis,3.52
2020-02-01,Vilnius,Antavilis,8.75
2019-12-01,Vilnius,Antavilis,6.12
2017-12-01,Vilnius,Antakalnis,7.4
2019-06-01,Vilnius,Antakalnis,7.62
2019-10-01,Vilnius,Antakalnis,6.79
2021-01-01,Vilnius,Antakalnis,6.49
2018-11-01,Vilnius,Antakalnis,6.31
2019-09-01,Vilnius,Antakalnis,6.85
2022-07-01,Vilnius,Antakalnis,11.73
2018-09-01,Vilnius,Antakalnis,6.62
2022-04-01,Vilnius,Antakalnis,11.14
2021-12-01,Vilnius,Antakalnis,10.38
2017-06-01,Vilnius,Antakalnis,6.12
2018-02-01,Vilnius,Antakalnis,6.86
2020-01-01,Vilnius,Antakalnis,6.59
2021-02-01,Vilnius,Antakalnis,6.41
2017-10-01,Vilnius,Antakalnis,8.28
2018-08-01,Vilnius,Antakalnis,6.18
2017-09-01,Vilnius,Antakalnis,7.78
2019-03-01,Vilnius,Antakalnis,7.11
2019-12-01,Vilnius,Antakalnis,6.31
2022-02-01,Vilnius,Antakalnis,11.63
2022-05-01,Vilnius,Antakalnis,10.73
2022-06-01,Vilnius,Antakalnis,11.35
2020-11-01,Vilnius,Antakalnis,6.19
2021-10-01,Vilnius,Antakalnis,8.67
2021-09-01,Vilnius,Antakalnis,9.23
2021-07-01,Vilnius,Antakalnis,9.1
2017-02-01,Vilnius,Antakalnis,6.48
2020-04-01,Vilnius,Antakalnis,6.8
2020-12-01,Vilnius,Antakalnis,6.62
2017-11-01,Vilnius,Antakalnis,8.18
2018-12-01,Vilnius,Antakalnis,10.54
2018-04-01,Vilnius,Antakalnis,5.55
2018-05-01,Vilnius,Antakalnis,6.16
2020-05-01,Vilnius,Antakalnis,7.06
2018-10-01,Vilnius,Antakalnis,6.7
2017-08-01,Vilnius,Antakalnis,7.84
2019-11-01,Vilnius,Antakalnis,6.25
2020-06-01,Vilnius,Antakalnis,7.48
2020-07-01,Vilnius,Antakalnis,7.58
2019-08-01,Vilnius,Antakalnis,9.79
